"Business Name","Street","City","State","ZIP","Branch 1","Branch 1 Address","Branch 1 Proximity (miles)","Branch 2","Branch 2 Address","Branch 2 Proximity (miles)","Branch 3","Branch 3 Address","Branch 3 Proximity (miles)","Branch 4","Branch 4 Address","Branch 4 Proximity (miles)","Branch 5","Branch 5 Address","Branch 5 Proximity (miles)","Reps 1","Reps 1 Phone","Reps 1 Email","Reps 2","Reps 2 Phone","Reps 2 Email","Reps 3","Reps 3 Phone","Reps 3 Email","Reps 4","Reps 4 Phone","Reps 4 Email","Reps 5","Reps 5 Phone","Reps 5 Email","Manager","",""
"Wal-Mart Stores Inc.","2555 W Apache Trl","Apache Junction","AZ","85120","Branch 1209","459 N. GILBERT RD. STE-E100 GILBERT AZ 85234","13","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","20","Branch 2101","6515 Rural Rd Ste 107 Tempe AZ 85283","21","Branch 312","6515 South Rural Road Suite 104 Tempe AZ 85283","21","Branch 1205","2701 N 24th St Phoenix AZ 85008","27","Yvette Quintana 20.8 miles","480-966-8686","yquintana@peopleready.com","Christina DeLora 31.9 miles","480-993-4131","cdelora@peopleready.com","","","","","","","","","","Bertha Quiroga-Copado","Jay Reid",""
"Wal-Mart Stores Inc.","13055 W Rancho Santa Fe Blvd","Avondale","AZ","85392","Branch 1207","5510 WEST CAMELBACK ROAD, #5 GLENDALE AZ 85301","6","Branch 2146","13560 W. Van Buren B106 Goodyear AZ 85338","7","Branch 8053","13560 W. Van Buren B106 GOODYEAR AZ 85338","7","Branch 1210","2901 W. THOMAS #2 PHOENIX AZ 85017","9","Branch 1205","2701 N 24th St Phoenix AZ 85008","14","Christina DeLora 8.9 miles","480-993-4131","cdelora@peopleready.com","Yvette Quintana 21.5 miles","480-966-8686","yquintana@peopleready.com","","","","","","","","","","Jewel Souza","Mark Tower","Jay Reid"
"Sams West Inc.","1459 N Dysart Rd","Avondale","AZ","85323","Branch 2146","13560 W. Van Buren B106 Goodyear AZ 85338","3","Branch 8053","13560 W. Van Buren B106 GOODYEAR AZ 85338","3","Branch 1207","5510 WEST CAMELBACK ROAD, #5 GLENDALE AZ 85301","10","Branch 1210","2901 W. THOMAS #2 PHOENIX AZ 85017","13","Branch 1205","2701 N 24th St Phoenix AZ 85008","18","Christina DeLora 12.6 miles","480-993-4131","cdelora@peopleready.com","Yvette Quintana 24.5 miles","480-966-8686","yquintana@peopleready.com","","","","","","","","","","Jewel Souza","Mark Tower","Jay Reid"
"Wal-Mart Stores Inc.","201 S Prickly Pear Ave","Benson","AZ","85602","Branch 1208","2554 N. 1ST AVE. TUCSON AZ 85719","44","Branch 2141","2554 N. 1ST AVE. TUCSON AZ 85719","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","1060 S Watson Rd","Buckeye","AZ","85326","Branch 2146","13560 W. Van Buren B106 Goodyear AZ 85338","10","Branch 8053","13560 W. Van Buren B106 GOODYEAR AZ 85338","10","Branch 1207","5510 WEST CAMELBACK ROAD, #5 GLENDALE AZ 85301","22","Branch 1210","2901 W. THOMAS #2 PHOENIX AZ 85017","25","Branch 1205","2701 N 24th St Phoenix AZ 85008","30","Christina DeLora 25.1 miles","480-993-4131","cdelora@peopleready.com","Yvette Quintana 36.9 miles","480-966-8686","yquintana@peopleready.com","","","","","","","","","","Jewel Souza","Mark Tower","Jay Reid"
"Wal-Mart Stores Inc.","23701 W Southern Ave","Buckeye","AZ","85326","Branch 2146","13560 W. Van Buren B106 Goodyear AZ 85338","11","Branch 8053","13560 W. Van Buren B106 GOODYEAR AZ 85338","11","Branch 1207","5510 WEST CAMELBACK ROAD, #5 GLENDALE AZ 85301","24","Branch 1210","2901 W. THOMAS #2 PHOENIX AZ 85017","26","Branch 1205","2701 N 24th St Phoenix AZ 85008","31","Christina DeLora 26.2 miles","480-993-4131","cdelora@peopleready.com","Yvette Quintana 36.6 miles","480-966-8686","yquintana@peopleready.com","","","","","","","","","","Jewel Souza","Mark Tower","Jay Reid"
"Wal-Mart Stores Inc.","2840 Highway 95","Bullhead City","AZ","86442","Branch 8042","1744 HIGHWAY 95, STE 14 BULLHEAD CITY AZ 86442","0","Branch 1143","565 MARKS ST. S. 110 HENDERSON NV 89014","71","Branch 1144","6020 W. Flamingo Rd. #15 LAS VEGAS NV 89103","78","Branch 3420","6020 W FLAMINGO RD #5 Las Vegas NV 89103","78","Branch 1145","1417 S. MAIN ST. LAS VEGAS NV 89104","79","Ken Collins 78.5 miles","702-682-6800","kcollins@peopleready.com","Matthew Nguyen 79.3 miles","702-406-5987","mnguyen@PeopleReady.com","","","","","","","","","","Eric Lynn","John Demarest",""
"Sams West Inc.","600 Highway 95","Bullhead City","AZ","86429","Branch 8042","1744 HIGHWAY 95, STE 14 BULLHEAD CITY AZ 86442","8","Branch 1143","565 MARKS ST. S. 110 HENDERSON NV 89014","70","Branch 1144","6020 W. Flamingo Rd. #15 LAS VEGAS NV 89103","78","Branch 3420","6020 W FLAMINGO RD #5 Las Vegas NV 89103","78","Branch 1145","1417 S. MAIN ST. LAS VEGAS NV 89104","79","Ken Collins 78.2 miles","702-682-6800","kcollins@peopleready.com","Matthew Nguyen 78.5 miles","702-406-5987","mnguyen@PeopleReady.com","","","","","","","","","","Eric Lynn","John Demarest",""
"Wal-Mart Stores Inc.","1741 E Florence Blvd","Casa Grande","AZ","85122","Branch 1209","459 N. GILBERT RD. STE-E100 GILBERT AZ 85234","33","Branch 312","6515 South Rural Road Suite 104 Tempe AZ 85283","36","Branch 2101","6515 Rural Rd Ste 107 Tempe AZ 85283","36","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","38","Branch 1205","2701 N 24th St Phoenix AZ 85008","45","Yvette Quintana 35.6 miles","480-966-8686","yquintana@peopleready.com","Christina DeLora 47.8 miles","480-993-4131","cdelora@peopleready.com","","","","","","","","","","Bertha Quiroga-Copado","Jay Reid",""
"Wal-Mart Stores Inc.","868 W Peters Rd","Casa Grande","AZ","85193","Branch 1209","459 N. GILBERT RD. STE-E100 GILBERT AZ 85234","32","Branch 312","6515 South Rural Road Suite 104 Tempe AZ 85283","34","Branch 2101","6515 Rural Rd Ste 107 Tempe AZ 85283","34","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","37","Branch 1205","2701 N 24th St Phoenix AZ 85008","44","Yvette Quintana 34.3 miles","480-966-8686","yquintana@peopleready.com","Christina DeLora 46.3 miles","480-993-4131","cdelora@peopleready.com","","","","","","","","","","Bertha Quiroga-Copado","Jay Reid",""
