"Business Name","Street","City","State","ZIP","Branch 1","Branch 1 Address","Branch 1 Proximity (miles)","Branch 2","Branch 2 Address","Branch 2 Proximity (miles)","Branch 3","Branch 3 Address","Branch 3 Proximity (miles)","Branch 4","Branch 4 Address","Branch 4 Proximity (miles)","Branch 5","Branch 5 Address","Branch 5 Proximity (miles)","Reps 1","Reps 1 Phone","Reps 1 Email","Reps 2","Reps 2 Phone","Reps 2 Email","Reps 3","Reps 3 Phone","Reps 3 Email","Reps 4","Reps 4 Phone","Reps 4 Email","Reps 5","Reps 5 Phone","Reps 5 Email","Manager","",""
"Sams West Inc.","5757 E State Route 69","Prescott Valley","AZ","86314","Branch 2402","2321 E BELL ROAD #16830 PHOENIX AZ 85022","69","Branch 1207","5510 WEST CAMELBACK ROAD, #5 GLENDALE AZ 85301","76","Branch 1210","2901 W. THOMAS #2 PHOENIX AZ 85017","79","Branch 1205","2701 N 24th St Phoenix AZ 85008","80","Branch 2146","13560 W. Van Buren B106 Goodyear AZ 85338","81","Christina DeLora 78.6 miles","480-993-4131","cdelora@peopleready.com","Yvette Quintana 88.8 miles","480-966-8686","yquintana@peopleready.com","","","","","","","","","","Jewel Souza","Mark Tower","Jay Reid"
"Wal-Mart Stores Inc.","1725 W Hunt Hwy","Queen Creek","AZ","85143","Branch 1209","459 N. GILBERT RD. STE-E100 GILBERT AZ 85234","19","Branch 312","6515 South Rural Road Suite 104 Tempe AZ 85283","26","Branch 2101","6515 Rural Rd Ste 107 Tempe AZ 85283","26","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","27","Branch 1205","2701 N 24th St Phoenix AZ 85008","35","Yvette Quintana 25.8 miles","480-966-8686","yquintana@peopleready.com","Christina DeLora 39.6 miles","480-993-4131","cdelora@peopleready.com","","","","","","","","","","Bertha Quiroga-Copado","Jay Reid",""
"Wal-Mart Stores Inc.","21055 E Rittenhouse Rd","Queen Creek","AZ","85142","Branch 1209","459 N. GILBERT RD. STE-E100 GILBERT AZ 85234","12","Branch 312","6515 South Rural Road Suite 104 Tempe AZ 85283","19","Branch 2101","6515 Rural Rd Ste 107 Tempe AZ 85283","19","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","20","Branch 1205","2701 N 24th St Phoenix AZ 85008","28","Yvette Quintana 18.8 miles","480-966-8686","yquintana@peopleready.com","Christina DeLora 32.5 miles","480-993-4131","cdelora@peopleready.com","","","","","","","","","","Bertha Quiroga-Copado","Jay Reid",""
"Wal-Mart Stores Inc.","755 S 20th Ave","Safford","AZ","85546","Branch 1208","2554 N. 1ST AVE. TUCSON AZ 85719","82","Branch 2141","2554 N. 1ST AVE. TUCSON AZ 85719","82","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","18680 S Nogales Hwy","Sahuarita","AZ","85629","Branch 1208","2554 N. 1ST AVE. TUCSON AZ 85719","21","Branch 2141","2554 N. 1ST AVE. TUCSON AZ 85719","21","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","1613 North Main Street","San Luis","AZ","85349","Branch 1564","144 South 8th St. El Centro CA 92243","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sams West Inc.","15255 N Northsight Blvd","Scottsdale","AZ","85260","Branch 2402","2321 E BELL ROAD #16830 PHOENIX AZ 85022","8","Branch 1205","2701 N 24th St Phoenix AZ 85008","13","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","15","Branch 1210","2901 W. THOMAS #2 PHOENIX AZ 85017","16","Branch 1207","5510 WEST CAMELBACK ROAD, #5 GLENDALE AZ 85301","18","Christina DeLora 16.5 miles","480-993-4131","cdelora@peopleready.com","Yvette Quintana 18.4 miles","480-966-8686","yquintana@peopleready.com","","","","","","","","","","Jewel Souza","Mark Tower","Jay Reid"
"Wal-Mart Stores Inc.","15355 N Northsight Blvd","Scottsdale","AZ","85260","Branch 2402","2321 E BELL ROAD #16830 PHOENIX AZ 85022","8","Branch 1205","2701 N 24th St Phoenix AZ 85008","13","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","15","Branch 1210","2901 W. THOMAS #2 PHOENIX AZ 85017","16","Branch 2101","6515 Rural Rd Ste 107 Tempe AZ 85283","18","Christina DeLora 16.4 miles","480-993-4131","cdelora@peopleready.com","Yvette Quintana 18.2 miles","480-966-8686","yquintana@peopleready.com","","","","","","","","","","Jewel Souza","Mark Tower","Jay Reid"
"Wal-Mart Stores Inc.","4915 N Pima Rd","Scottsdale","AZ","85251","Branch 1206","1340 E BROADWAY ROAD, SUITE 101 TEMPE AZ 85282","7","Branch 1205","2701 N 24th St Phoenix AZ 85008","8","Branch 2101","6515 Rural Rd Ste 107 Tempe AZ 85283","10","Branch 312","6515 South Rural Road Suite 104 Tempe AZ 85283","10","Branch 1209","459 N. GILBERT RD. STE-E100 GILBERT AZ 85234","12","Yvette Quintana 10.4 miles","480-966-8686","yquintana@peopleready.com","Christina DeLora 13.5 miles","480-993-4131","cdelora@peopleready.com","","","","","","","","","","Bertha Quiroga-Copado","Jay Reid",""
"Wal-Mart Stores Inc.","5401 S White Mountain Rd","Show Low","AZ","85901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
