"Business Name","Street","City","State","ZIP","Branch 1","Branch 1 Address","Branch 1 Proximity (miles)","Branch 2","Branch 2 Address","Branch 2 Proximity (miles)","Branch 3","Branch 3 Address","Branch 3 Proximity (miles)","Branch 4","Branch 4 Address","Branch 4 Proximity (miles)","Branch 5","Branch 5 Address","Branch 5 Proximity (miles)","Reps 1","Reps 1 Phone","Reps 1 Email","Reps 2","Reps 2 Phone","Reps 2 Email","Reps 3","Reps 3 Phone","Reps 3 Email","Reps 4","Reps 4 Phone","Reps 4 Email","Reps 5","Reps 5 Phone","Reps 5 Email","Manager","",""
"Wal-Mart Stores Inc.","1111 Holton Dr","Le Mars","IA","51031","Branch 1878","323 W 7 th St SIOUX CITY IA 51103-5417","23","Branch 3432","201 W. 37th St. Sioux Falls SD 57105","58","Branch 1605","1744 S CLIFF AVE SIOUX FALLS SD 57105","58","Branch 3436","1132 Oxford St., Ste 3 Worthington MN 56187","65","","Kevin Varilek 57.7 miles","605-212-8142","kvarilek@peopleready.com","","","","","","","","","","","","","Dean Buttgen","Eric Lynn","John Demarest","",""
"Wal-Mart Stores Inc.","1220 W Main St","Manchester","IA","52057","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","38","Branch 2381","1798 Central Ave DUBUQUE IA 52001","41","Branch 1873","220 BRANDILYNN BLVD, SUITE C CEDAR FALLS IA 50613","49","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","58","Branch 1879","208 E. 50TH STREET Davenport IA 52806","78","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","103 E Carlisle","Maquoketa","IA","52060","Branch 2381","1798 Central Ave DUBUQUE IA 52001","30","Branch 1879","208 E. 50TH STREET Davenport IA 52806","35","Branch 7267","Moline IL","42","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","54","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","55","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","5491 Business Hwy 151","Marion","IA","52302","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","9","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","28","Branch 1873","220 BRANDILYNN BLVD, SUITE C CEDAR FALLS IA 50613","53","Branch 2381","1798 Central Ave DUBUQUE IA 52001","57","Branch 1879","208 E. 50TH STREET Davenport IA 52806","62","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","2802 S Center St","Marshalltown","IA","50158","Branch 1873","220 BRANDILYNN BLVD, SUITE C CEDAR FALLS IA 50613","40","Branch 1875","5525 MERLE HAY RD, STE 140 JOHNSTON IA 50131","47","Branch 7385","5525 MERLE HAY RD, STE 145 JOHNSTON IA 50131","47","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","61","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","75","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","4151 4th St Sw","Mason City","IA","50401","Branch 1873","220 BRANDILYNN BLVD, SUITE C CEDAR FALLS IA 50613","60","Branch 1456","903 6TH ST. NW ROCHESTER MN 55901","71","Branch 3413","403 Central Ave. N. Faribault MN 55021","79","Branch 1455","210 E. WALNUT MANKATO MN 56001","81","","","","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","1045 N Grand Ave","Mount Pleasant","IA","52641","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","46","Branch 7267","Moline IL","65","Branch 1879","208 E. 50TH STREET Davenport IA 52806","65","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","68","","","","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","1501 E Mapleleaf Dr","Mount Pleasant","IA","52641","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","46","Branch 7267","Moline IL","65","Branch 1879","208 E. 50TH STREET Davenport IA 52806","66","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","69","","","","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","3003 N Highway 61","Muscatine","IA","52761","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","29","Branch 1879","208 E. 50TH STREET Davenport IA 52806","29","Branch 7267","Moline IL","31","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","51","Branch 2381","1798 Central Ave DUBUQUE IA 52001","80","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","300 Iowa Speedway Dr","Newton","IA","50208","Branch 1875","5525 MERLE HAY RD, STE 140 JOHNSTON IA 50131","35","Branch 7385","5525 MERLE HAY RD, STE 145 JOHNSTON IA 50131","35","Branch 1873","220 BRANDILYNN BLVD, SUITE C CEDAR FALLS IA 50613","62","Branch 1874","2000 Wiley Blvd SW #104 CEDAR RAPIDS IA 52404","69","Branch 8027","1930 S GILBERT ST IOWA CITY IA 52240","76","","","","","","","","","","","","","","","","","",""
