"Business Name","Street","City","State","ZIP","Branch 1","Branch 1 Address","Branch 1 Proximity (miles)","Branch 2","Branch 2 Address","Branch 2 Proximity (miles)","Branch 3","Branch 3 Address","Branch 3 Proximity (miles)","Branch 4","Branch 4 Address","Branch 4 Proximity (miles)","Branch 5","Branch 5 Address","Branch 5 Proximity (miles)","Reps 1","Reps 1 Phone","Reps 1 Email","Reps 2","Reps 2 Phone","Reps 2 Email","Reps 3","Reps 3 Phone","Reps 3 Email","Reps 4","Reps 4 Phone","Reps 4 Email","Reps 5","Reps 5 Phone","Reps 5 Email","Manager","",""
"Sams West Inc.","1850 E Woodmen Rd","Colorado Springs","CO","80920","Branch 86","3260 E. Woodmen Road Suite C & D Colorado Springs CO 80920","2","Branch 1153","2216 E PIKES PEAK AVENUE COLORADO SPRINGS CO 80909","7","Branch 1151","1531 MOORE AVE. PUEBLO CO 81005","50","Branch 1154","2260 SOUTH QUEBEC STREET #6 DENVER CO 80231-","50","Branch 1160","14579 East Alameda Avenue Aurora CO 80012","52","Joshua Harris 52.2 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 52.2 miles","","GMacht@peopleready.com","Meg Lane 62.0 miles","720-261-6623","mlane@peopleready.com","Jordan Cichon 85.4 miles","","JCichon@peopleready.com","","","","Loren Woodward","John Demarest",""
"Wal-Mart Stores Inc.","3201 E Platte Ave","Colorado Springs","CO","80909","Branch 1153","2216 E PIKES PEAK AVENUE COLORADO SPRINGS CO 80909","1","Branch 86","3260 E. Woodmen Road Suite C & D Colorado Springs CO 80920","7","Branch 1151","1531 MOORE AVE. PUEBLO CO 81005","42","Branch 1154","2260 SOUTH QUEBEC STREET #6 DENVER CO 80231-","58","Branch 1160","14579 East Alameda Avenue Aurora CO 80012","60","Joshua Harris 60.1 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 60.1 miles","","GMacht@peopleready.com","Meg Lane 69.8 miles","720-261-6623","mlane@peopleready.com","Jordan Cichon 93.3 miles","","JCichon@peopleready.com","","","","Loren Woodward","John Demarest",""
"Wal-Mart Stores Inc.","5550 E Woodmen Rd","Colorado Springs","CO","80920","Branch 86","3260 E. Woodmen Road Suite C & D Colorado Springs CO 80920","2","Branch 1153","2216 E PIKES PEAK AVENUE COLORADO SPRINGS CO 80909","7","Branch 1151","1531 MOORE AVE. PUEBLO CO 81005","50","Branch 1154","2260 SOUTH QUEBEC STREET #6 DENVER CO 80231-","50","Branch 1160","14579 East Alameda Avenue Aurora CO 80012","52","Joshua Harris 52.2 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 52.2 miles","","GMacht@peopleready.com","Meg Lane 62.0 miles","720-261-6623","mlane@peopleready.com","Jordan Cichon 85.4 miles","","JCichon@peopleready.com","","","","Loren Woodward","John Demarest",""
"Wal-Mart Stores Inc.","665 N Murray Blvd","Colorado Springs","CO","80915","Branch 1153","2216 E PIKES PEAK AVENUE COLORADO SPRINGS CO 80909","1","Branch 86","3260 E. Woodmen Road Suite C & D Colorado Springs CO 80920","6","Branch 1151","1531 MOORE AVE. PUEBLO CO 81005","42","Branch 1154","2260 SOUTH QUEBEC STREET #6 DENVER CO 80231-","58","Branch 1160","14579 East Alameda Avenue Aurora CO 80012","60","Joshua Harris 60.1 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 60.1 miles","","GMacht@peopleready.com","Meg Lane 69.9 miles","720-261-6623","mlane@peopleready.com","Jordan Cichon 93.3 miles","","JCichon@peopleready.com","","","","Loren Woodward","John Demarest",""
"Wal-Mart Stores Inc.","707 S 8th St","Colorado Springs","CO","80905","Branch 1153","2216 E PIKES PEAK AVENUE COLORADO SPRINGS CO 80909","5","Branch 86","3260 E. Woodmen Road Suite C & D Colorado Springs CO 80920","9","Branch 1151","1531 MOORE AVE. PUEBLO CO 81005","42","Branch 1154","2260 SOUTH QUEBEC STREET #6 DENVER CO 80231-","59","Branch 1152","1340 S. SANTA FE DENVER CO 80223","60","Joshua Harris 60.5 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 60.5 miles","","GMacht@peopleready.com","Meg Lane 70.2 miles","720-261-6623","mlane@peopleready.com","Jordan Cichon 93.7 miles","","JCichon@peopleready.com","","","","Loren Woodward","John Demarest",""
"Sams West Inc.","715 S Academy Blvd Main","Colorado Springs","CO","80910","Branch 1153","2216 E PIKES PEAK AVENUE COLORADO SPRINGS CO 80909","3","Branch 86","3260 E. Woodmen Road Suite C & D Colorado Springs CO 80920","8","Branch 1151","1531 MOORE AVE. PUEBLO CO 81005","40","Branch 1154","2260 SOUTH QUEBEC STREET #6 DENVER CO 80231-","60","Branch 1152","1340 S. SANTA FE DENVER CO 80223","62","Joshua Harris 61.6 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 61.6 miles","","GMacht@peopleready.com","Meg Lane 71.3 miles","720-261-6623","mlane@peopleready.com","Jordan Cichon 94.8 miles","","JCichon@peopleready.com","","","","Loren Woodward","John Demarest",""
"Wal-Mart Stores Inc.","8250 Razorback Rd","Colorado Springs","CO","80920","Branch 86","3260 E. Woodmen Road Suite C & D Colorado Springs CO 80920","2","Branch 1153","2216 E PIKES PEAK AVENUE COLORADO SPRINGS CO 80909","7","Branch 1151","1531 MOORE AVE. PUEBLO CO 81005","50","Branch 1154","2260 SOUTH QUEBEC STREET #6 DENVER CO 80231-","50","Branch 1160","14579 East Alameda Avenue Aurora CO 80012","52","Joshua Harris 52.2 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 52.2 miles","","GMacht@peopleready.com","Meg Lane 62.0 miles","720-261-6623","mlane@peopleready.com","Jordan Cichon 85.4 miles","","JCichon@peopleready.com","","","","Loren Woodward","John Demarest",""
"Wal-Mart Stores Inc.","5990 Dahlia St","Commerce City","CO","80022","Branch 1161","9291 WASHINGTON ST Thornton CO 80229","5","Branch 2251","1490 N LAFAYETTE ST STE 203 DENVER CO 80218","5","Branch 3300","1490 Lafayette St Ste 203 DENVER CO 80218","5","Branch 1159","3011 W. 74TH AVENUE WESTMINSTER CO 80030","5","Branch 82","2150 W 29th Ave Suite #310 Denver CO 80211","5","Meg Lane 5.5 miles","720-261-6623","mlane@peopleready.com","Joshua Harris 8.4 miles","405-248-3044","jharris2@peopleready.com","Gregory Macht 8.4 miles","","GMacht@peopleready.com","Jordan Cichon 26.6 miles","","JCichon@peopleready.com","","","","Andy Fox","Eric Lynn","John Demarest"
"Wal-Mart Stores Inc.","1835 E Main St","Cortez","CO","81321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wal-Mart Stores Inc.","2000 W Victory Way","Craig","CO","81625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
